origin_destination_airport,ratio_distance_inefficiency,ratio_ccd_fuel_inefficiency
KMHR-KRDD,1.0128,1.1794
KMHR-KRFD,1.0217,0.9651
KMHR-KRNO,1.2282,1.3572
KMHR-KSDF,1.0187,0.9431
KMHR-KSIY,1.0148,0.6708
KMHT-KATL,1.0841,1.294
KMHT-KBGR,1.0368,1.0683
KMHT-KBTV,1.0322,1.0251
KMHT-KBWI,1.1762,1.2505
KMHT-KDCA,1.1959,1.3716
KMHT-KEWR,1.2003,1.5296
KMHT-KLEW,1.0195,0.8673
KMHT-KMCO,1.0907,1.1893
KMHT-KMDW,1.0427,1.1633
KMHT-KMEM,1.0653,1.1987
KMHT-KMPV,1.0384,0.9979
KMHT-KPHL,1.3277,1.5126
KMHT-KPQI,1.0056,1.2795
KMHT-KPWM,1.0466,0.8867
KMHT-KRKD,1.0223,0.9431
KMHT-KRUT,1.1388,1.0919
KMHT-KSDF,1.0693,1.2004
KMHT-KTPA,1.0787,1.1952
KMHT-KWVL,1.0067,0.9258
KMIA-CYUL,1.05,1.1277
KMIA-CYYZ,1.0432,1.1488
KMIA-EBBR,1.0183,0.9784
KMIA-EDDF,1.0194,0.9804
KMIA-EDDL,1.0258,1.0136
KMIA-EFHK,1.0131,1.0217
KMIA-EGKK,1.025,1.1193
KMIA-EGLL,1.0272,1.0209
KMIA-EHAM,1.0204,1.0047
KMIA-EIDW,1.0442,1.0453
KMIA-EKCH,1.0271,0.9872
KMIA-ELLX,1.0128,0.8645
KMIA-ENGM,1.0175,1.0124
KMIA-EPWA,1.0304,0.9967
KMIA-GMMN,1.0214,0.9845
KMIA-KATL,1.0603,1.174
KMIA-KAUS,1.041,1.2623
KMIA-KBDL,1.0524,1.0828
KMIA-KBHM,1.0302,1.1696
KMIA-KBNA,1.0435,1.1425
KMIA-KBOS,1.0761,1.1077
KMIA-KBUF,1.0334,1.1684
KMIA-KBWI,1.0548,1.0686
KMIA-KCHS,1.111,1.219
KMIA-KCLE,1.0236,1.1341
KMIA-KCLT,1.0845,1.1166
KMIA-KCMH,1.0314,1.1492
KMIA-KCVG,1.0509,1.1055
KMIA-KDCA,1.0573,1.0975
KMIA-KDEN,1.0375,1.2052
KMIA-KDFW,1.0632,1.2398
KMIA-KDTW,1.0396,1.1766
KMIA-KEGE,1.0477,1.1279
KMIA-KEWR,1.0838,1.1574
KMIA-KEYW,1.0606,1.201
KMIA-KGNV,1.0723,1.2786
KMIA-KGSO,1.0588,1.131
KMIA-KGSP,1.0331,1.1177
KMIA-KIAD,1.0544,1.0931
KMIA-KIAH,1.0622,1.2007
KMIA-KIND,1.041,1.1709
KMIA-KJAX,1.0469,1.2209
KMIA-KJFK,1.0636,1.1401
KMIA-KLAS,1.0245,1.1187
KMIA-KLAX,1.0251,1.1304
KMIA-KLGA,1.0695,1.1269
KMIA-KMCO,1.1044,1.3016
KMIA-KMEM,1.03,1.1277
KMIA-KMSP,1.054,1.2357
KMIA-KMSY,1.0526,1.2033
KMIA-KORD,1.0717,1.1706
KMIA-KORF,1.0964,1.1614
KMIA-KPHL,1.0724,1.0674
KMIA-KPHX,1.0353,1.1811
KMIA-KPIT,1.0363,1.1248
KMIA-KPNS,1.0868,1.2568
KMIA-KPVD,1.0458,1.1329
KMIA-KRDU,1.0965,1.1337
KMIA-KRIC,1.0844,1.1668
KMIA-KSAN,1.0218,1.1446
KMIA-KSAT,1.0539,1.3007
KMIA-KSAV,1.0449,1.1543
KMIA-KSDF,1.066,1.133
KMIA-KSEA,1.0342,1.0968
KMIA-KSFO,1.0276,1.1318
KMIA-KSTL,1.0333,1.2244
KMIA-KTLH,1.034,1.1821
KMIA-KTPA,1.1095,1.3467
KMIA-KTYS,1.0311,1.1491
KMIA-LEBL,1.0168,1.0963
KMIA-LEMD,1.0161,1.0553
KMIA-LFPG,1.0233,1.0612
KMIA-LFPO,1.0245,1.0169
KMIA-LIMC,1.0206,1.0556
KMIA-LIRF,1.0168,1.014
KMIA-LLBG,1.0129,1.0579
KMIA-LOWW,1.0174,0.9938
KMIA-LPPT,1.0119,1.0027
KMIA-LSZH,1.0096,1.0009
KMIA-LTBA,1.0165,0.9687
KMIA-LTFM,1.0187,0.9875
KMIA-MBPV,1.0131,1.082
KMIA-MDPC,1.0205,1.0282
KMIA-MDPP,1.0163,1.0757
KMIA-MDSD,1.0328,1.0441
KMIA-MDST,1.0262,1.0751
KMIA-MGGT,1.033,1.1074
KMIA-MHLM,1.0343,1.1518
KMIA-MHRO,1.0414,1.13
KMIA-MHTG,1.0281,1.1735
KMIA-MKJP,1.0165,1.0912
KMIA-MKJS,1.0252,1.1164
KMIA-MMGL,1.085,1.2824
KMIA-MMMX,1.0713,1.2157
KMIA-MMUN,1.0796,1.219
KMIA-MNMG,1.0221,1.1314
KMIA-MPTO,1.0423,1.1063
KMIA-MRLB,1.0189,1.1841
KMIA-MROC,1.0409,1.1179
KMIA-MSLP,1.0336,1.0731
KMIA-MTCH,1.0217,1.1055
KMIA-MTPP,1.0239,1.0974
KMIA-MUCM,1.0234,1.2069
KMIA-MUCU,1.0152,1.139
KMIA-MUHA,1.1072,1.3481
KMIA-MUHG,1.0141,1.1452
KMIA-MUSC,1.0971,1.3164
KMIA-MUVR,1.0386,1.3482
KMIA-MWCR,1.0543,1.1611
KMIA-MYEH,1.039,1.2736
KMIA-MYGF,1.0775,1.2034
KMIA-MYNN,1.0768,1.3387
KMIA-MZBZ,1.042,1.1449
KMIA-PANC,1.0118,1.0882
KMIA-SACO,1.0475,1.0674
KMIA-SAEZ,1.026,1.0956
KMIA-SBBE,1.0165,1.0579
KMIA-SBBR,1.0319,0.9924
KMIA-SBEG,1.0756,1.1243
KMIA-SBFZ,1.0069,0.9932
KMIA-SBGL,1.0307,1.1513
KMIA-SBGR,1.0441,1.0801
KMIA-SBKP,1.0318,1.0759
KMIA-SBRF,1.0125,1.0102
KMIA-SBSV,1.0125,1.0218
KMIA-SCEL,1.0153,1.083
KMIA-SCFA,1.0349,1.0594
KMIA-SEGU,1.0136,1.0448
KMIA-SEQM,1.0394,1.0111
KMIA-SGAS,1.106,1.1366
KMIA-SKBO,1.0231,1.0665
KMIA-SKBQ,1.0232,1.1453
KMIA-SKCG,1.0244,1.1484
KMIA-SKCL,1.0201,1.1036
KMIA-SKPE,1.0281,1.1431
KMIA-SKRG,1.0131,1.0984
KMIA-SLVR,1.0227,1.0438
KMIA-SPJC,1.018,1.0355
KMIA-SUMU,1.0248,1.058
KMIA-SVBC,1.0198,0.8559
KMIA-SVMC,1.0178,1.0454
KMIA-SVMI,1.083,1.1081
KMIA-SYCJ,1.0271,1.0691
KMIA-TAPA,1.0162,1.014
KMIA-TBPB,1.0138,1.03
KMIA-TFFR,1.0102,1.0544
KMIA-TGPY,1.0257,1.0864
KMIA-TIST,1.0133,1.0109
KMIA-TISX,1.0115,1.0492
KMIA-TJSJ,1.0106,1.0067
KMIA-TKPK,1.0178,1.0357
KMIA-TLPL,1.015,0.9847
KMIA-TNCA,1.0377,1.0825
KMIA-TNCB,1.0262,1.1366
KMIA-TNCC,1.032,1.0723
KMIA-TNCM,1.0165,1.0023
KMIA-TTPP,1.027,1.0466
KMIA-TVSA,1.0206,1.1095
KMIA-TXKF,1.0126,1.0874
KMIA-UUEE,1.0308,1.0527
KMKE-KATL,1.0799,1.0898
KMKE-KBKL,1.0687,0.9118
KMKE-KBNA,1.0507,1.0274
KMKE-KBOS,1.0382,0.9488
KMKE-KBWI,1.069,0.979
KMKE-KCLE,1.0727,1.0349
KMKE-KCMX,1.0102,1.2935
KMKE-KCWA,1.0336,1.0163
KMKE-KDAL,1.0461,1.1256
KMKE-KDCA,1.0657,0.9743
KMKE-KDEN,1.0414,1.1785
KMKE-KDFW,1.0776,1.1978
KMKE-KDLL,1.1509,1.0474
KMKE-KDTW,1.1399,1.1911
KMKE-KESC,1.0213,1.2634
KMKE-KEWR,1.1027,1.1677
KMKE-KFLL,1.0623,1.0648
KMKE-KGRB,1.047,0.9651
KMKE-KHOU,1.0673,1.1487
KMKE-KIMT,1.0155,1.2722
KMKE-KIND,1.1241,1.2371
KMKE-KLAS,1.015,1.1575
KMKE-KLAX,1.0173,1.1408
KMKE-KLGA,1.0616,0.9518
KMKE-KMCI,1.0814,1.1308
KMKE-KMCO,1.0367,1.0272
KMKE-KMEM,1.1036,1.168
KMKE-KMRJ,1.0363,0.9938
KMKE-KMSP,1.0943,1.2568
KMKE-KOSH,1.0665,0.7951
KMKE-KPHL,1.075,1.0622
KMKE-KPHX,1.0225,1.2201
KMKE-KRHI,1.0201,1.2564
KMKE-KRSW,1.0367,1.041
KMKE-KSAW,1.0175,1.2612
KMKE-KSDF,1.1078,1.1004
KMKE-KSEA,1.0285,1.238
KMKE-KSFO,1.0134,1.1444
KMKE-KSLC,1.0538,1.2914
KMKE-KSTL,1.1435,1.1755
KMKE-KTPA,1.0364,1.0597
KMKE-MDPC,1.0144,1.007
KMKE-MMUN,1.0517,1.1275
KMKL-KJWN,1.1225,1.0033
KMKL-KSTL,1.034,1.2939
KMLB-KCLT,1.1155,1.0717
KMLC-KTUL,1.0604,1.1296
KMLE-KTIF,1.0463,1.0266
KMLI-KDEN,1.0405,1.2205
KMLI-KLAS,1.0084,1.2183
KMLI-KORD,1.2549,1.3443
KMLI-KPIE,1.0172,1.1145
KMLI-KSFB,1.0269,1.0732
KMLU-KDFW,1.1297,1.5446
KMLU-KHSV,1.0277,1.3396
KMLU-KIAH,1.0907,1.3009
KMNM-KGRB,1.0156,0.6459
KMNM-KOSH,1.0583,0.8503
KMOB-KATL,1.067,1.1276
KMOB-KCLT,1.0366,1.0887
KMOB-KDFW,1.0713,1.4141
KMOB-KIAH,1.1016,1.3453
KMOD-KMHR,1.0577,1.0801
KMOT-KDEN,1.073,1.2308
KMOT-KFAR,1.0178,1.1738
KMOT-KIWA,1.0184,1.1731
KMOT-KLAS,1.0154,1.1991
KMPV-KMHT,1.0847,0.9134
KMQI-KORF,1.1144,1.2221
KMQI-KRDU,1.0294,1.3032
KMQY-KIND,1.0763,1.3088
KMQY-KMEM,1.0392,1.2845
KMQY-KOLV,1.0146,1.1074
KMQY-KUZA,1.0131,1.0824
KMRJ-KMKE,1.1431,1.0002
KMRY-KDEN,1.0525,1.0732
KMRY-KLAS,1.1563,1.2245
KMRY-KOAK,1.3453,1.43
KMSL-KATL,1.1093,1.0789
KMSN-KATW,1.0651,1.228
KMSN-KCWA,1.0361,1.26
KMSN-KDCA,1.0406,1.1261
KMSN-KDEN,1.0463,1.2239
KMSN-KDFW,1.0689,1.2839
KMSN-KDTW,1.1118,1.1326
KMSN-KEAU,1.0417,1.4262
KMSN-KEWR,1.0345,1.0361
KMSN-KIND,1.1185,1.1876
KMSN-KLAS,1.01,1.2236
KMSN-KLGA,1.0409,1.102
KMSN-KMEM,1.0735,1.1452
KMSN-KMSP,1.1475,1.3794
KMSN-KORD,1.2852,1.4606
KMSO-KBIL,1.0139,1.0411
KMSO-KDEN,1.0484,0.9857
KMSO-KDFW,1.0456,1.1243
KMSO-KIWA,1.0228,1.0493
KMSO-KLAS,1.0786,1.054
KMSO-KMSP,1.0392,0.9861
KMSO-KSLC,1.0238,0.9863
KMSP-BIKF,1.0085,0.9873
KMSP-CYVR,1.0321,1.2642
KMSP-CYWG,1.0776,1.2449
KMSP-CYXE,1.0373,1.2497
KMSP-CYYC,1.0328,1.2619
KMSP-EGLL,1.0278,1.0046
KMSP-EHAM,1.028,1.0633
KMSP-EIDW,1.0544,0.9833
KMSP-KABQ,1.0301,1.1728
KMSP-KAFW,1.0424,1.0805
KMSP-KATL,1.0625,1.0714
KMSP-KAUS,1.0308,1.183
KMSP-KBDL,1.0359,1.0284
KMSP-KBIL,1.0288,1.2105
KMSP-KBIS,1.024,1.2389
KMSP-KBJI,1.0376,1.2779
KMSP-KBNA,1.0551,1.0028
KMSP-KBOI,1.0268,1.2388
KMSP-KBOS,1.0424,1.0448
KMSP-KBWI,1.0578,1.0328
KMSP-KBZN,1.0343,1.241
KMSP-KCLE,1.0505,1.0087
KMSP-KCLT,1.0506,1.0433
KMSP-KCMH,1.0524,1.0057
KMSP-KCVG,1.0534,0.9665
KMSP-KDAL,1.0588,1.0925
KMSP-KDCA,1.0519,1.0713
KMSP-KDEN,1.046,1.188
KMSP-KDFW,1.0734,1.1567
KMSP-KDTW,1.0682,1.0358
KMSP-KEVM,1.0195,1.1743
KMSP-KEWR,1.0627,1.0964
KMSP-KFAR,1.0592,1.2798
KMSP-KFLL,1.0454,1.0803
KMSP-KFSD,1.0539,1.2912
KMSP-KGEG,1.0174,1.2618
KMSP-KGPI,1.0227,1.2823
KMSP-KGRR,1.0438,1.0777
KMSP-KGSO,1.0281,0.9137
KMSP-KGTF,1.0215,1.2358
KMSP-KHRL,1.015,1.1094
KMSP-KIAD,1.0575,1.0576
KMSP-KIAH,1.0699,1.222
KMSP-KIND,1.0654,1.074
KMSP-KJAC,1.0268,1.2351
KMSP-KJAX,1.0295,1.1081
KMSP-KJFK,1.0831,1.1182
KMSP-KLAS,1.0185,1.1769
KMSP-KLAX,1.0257,1.1562
KMSP-KLGA,1.0656,1.0787
KMSP-KMCI,1.0974,1.1674
KMSP-KMCO,1.0394,1.0297
KMSP-KMDW,1.2565,1.2204
KMSP-KMEM,1.0599,1.0699
KMSP-KMIA,1.0502,1.1111
KMSP-KMKE,1.0661,1.1299
KMSP-KMSN,1.0753,1.203
KMSP-KMSO,1.0159,1.2283
KMSP-KMSY,1.026,1.0966
KMSP-KMYR,1.0257,1.018
KMSP-KOAK,1.0332,1.1208
KMSP-KOMA,1.0758,1.213
KMSP-KORD,1.1628,1.2408
KMSP-KPDX,1.0196,1.208
KMSP-KPHL,1.0426,1.0412
KMSP-KPHX,1.0213,1.1793
KMSP-KPIT,1.0443,1.0164
KMSP-KPSP,1.0195,1.1913
KMSP-KPVD,1.0517,0.996
KMSP-KRDU,1.0424,1.0633
KMSP-KRFD,1.0577,1.0797
KMSP-KROC,1.0423,1.0451
KMSP-KRSW,1.0322,1.0442
KMSP-KSAN,1.0243,1.174
KMSP-KSAT,1.0403,1.1372
KMSP-KSBA,1.0349,1.105
KMSP-KSDF,1.0636,1.0045
KMSP-KSEA,1.0314,1.1994
KMSP-KSFO,1.0387,1.1854
KMSP-KSJC,1.0376,1.2268
KMSP-KSLC,1.0748,1.2379
KMSP-KSMF,1.0245,1.1959
KMSP-KSNA,1.0225,1.2474
KMSP-KSTL,1.0628,1.0773
KMSP-KSYR,1.0238,1.0084
KMSP-KTPA,1.0369,1.0661
KMSP-KTUS,1.0386,1.1986
KMSP-LFPG,1.0322,1.081
KMSP-MDPC,1.0287,1.0131
KMSP-MKJS,1.0175,1.0447
KMSP-MMCZ,1.0211,1.1104
KMSP-MMMX,1.0272,1.185
KMSP-MMMZ,1.0275,1.1993
KMSP-MMPR,1.0138,1.164
KMSP-MMSD,1.0221,1.2208
KMSP-MMUN,1.0358,1.1283
KMSP-MRLB,1.017,1.1023
KMSP-PAFA,1.0196,1.1616
KMSP-PANC,1.0233,1.1349
KMSP-PHNL,1.0219,1.2084
KMSP-RJTT,1.0206,1.3031
KMSP-RKSI,1.0329,1.3046
KMSP-TJSJ,1.0355,1.0321
KMSS-KBOS,1.0744,1.0396
KMSY-EGLL,1.0215,0.9224
KMSY-KATL,1.0516,1.0753
KMSY-KAUS,1.0471,1.1107
KMSY-KBNA,1.0576,1.0361
KMSY-KBOS,1.0479,1.0637
KMSY-KBWI,1.053,1.0096
KMSY-KCLE,1.0295,1.0398
KMSY-KCLT,1.0444,1.0468
KMSY-KCMH,1.0721,1.0331
KMSY-KCVG,1.094,1.1019
KMSY-KDAL,1.0546,1.1626
KMSY-KDCA,1.0429,0.9581
KMSY-KDEN,1.0494,1.1948
KMSY-KDFW,1.1017,1.2432
KMSY-KDTW,1.0645,1.0913
KMSY-KEWR,1.0489,1.099
KMSY-KFLL,1.0446,1.034
KMSY-KHOU,1.1007,1.2287
KMSY-KIAD,1.0535,1.0494
KMSY-KIAH,1.1244,1.3139
KMSY-KIND,1.0565,1.0195
KMSY-KJFK,1.0758,1.1362
KMSY-KJQF,1.043,1.0093
KMSY-KLAS,1.0222,1.1801
KMSY-KLAX,1.0226,1.2008
KMSY-KLGA,1.0421,1.0646
KMSY-KMCI,1.0265,1.0518
KMSY-KMCO,1.1066,1.0337
KMSY-KMDW,1.0516,1.0545
KMSY-KMEM,1.0826,1.1877
KMSY-KMIA,1.0549,1.0465
KMSY-KMSP,1.0533,1.1415
KMSY-KOAK,1.0277,1.1607
KMSY-KORD,1.1129,1.1772
KMSY-KPHL,1.0409,1.0904
KMSY-KPHX,1.0386,1.1807
KMSY-KPIT,1.0292,1.0042
KMSY-KRDU,1.0441,1.0292
KMSY-KSAN,1.0176,1.1488
KMSY-KSAT,1.054,1.1457
KMSY-KSDF,1.0477,1.0298
KMSY-KSEA,1.0341,1.2201
KMSY-KSFO,1.0265,1.2295
KMSY-KSLC,1.036,1.2021
KMSY-KSTL,1.0468,1.0398
KMSY-KTPA,1.0678,1.0407
KMSY-MPTO,1.0316,1.0583
KMTH-KFLL,1.181,1.3378
KMTJ-KDEN,1.1306,1.0649
KMTJ-KDFW,1.0353,0.9449
KMVY-KBOS,1.249,0.9537
KMVY-KHPN,1.0659,1.0599
KMVY-KJFK,1.1388,1.4553
KMVY-KPVD,1.1195,1.0771
KMVY-KTEB,1.1582,1.2689
KMWA-KSTL,1.0955,0.7881
KMWH-KBFI,1.1752,1.3771
KMWH-KGEG,1.062,1.1259
KMWH-KPAE,1.191,1.5717
KMYR-KABE,1.1604,1.1712
KMYR-KACY,1.0249,1.03
KMYR-KBDL,1.0437,1.0429
KMYR-KBOS,1.0506,1.0116
KMYR-KBWI,1.0837,1.1105
KMYR-KCLE,1.0613,1.0848
KMYR-KCLT,1.126,1.3694
KMYR-KCMH,1.0395,1.0487
KMYR-KCVG,1.0601,1.1435
KMYR-KDFW,1.0684,1.2359
KMYR-KDTW,1.0495,1.0982
KMYR-KEWR,1.1068,1.1139
KMYR-KFLL,1.1499,1.1797
KMYR-KIAG,1.0547,1.0736
KMYR-KIND,1.0888,1.1434
KMYR-KISP,1.0458,1.0319
KMYR-KLBE,1.0849,1.1065
KMYR-KLCK,1.047,1.1105
KMYR-KLGA,1.0634,1.0822
KMYR-KMCO,1.0785,1.146
KMYR-KMSP,1.0747,1.2088
KMYR-KORD,1.0742,1.157
KMYR-KPHL,1.094,1.1289
KMYR-KPIT,1.0555,1.0786
KMYR-KTTN,1.0475,1.0601
KNGU-EDFH,1.0205,0.9859
KNGU-KNIP,1.0487,1.0748
KNGU-MUGM,1.0305,1.0508
KNIP-KNGU,1.0503,1.025
KNIP-MUGM,1.0266,1.0833
KNTU-KDAA,1.1051,1.1504
KNTU-KPOB,1.0272,1.1304
KNYL-KPHX,1.1401,1.3524
KNYL-KSNS,1.0151,1.0701
KNZY-KNUC,1.1075,0.7385
KOAJ-KCLT,1.2093,1.3983
KOAJ-KRDU,1.0565,1.2162
KOAK-EKCH,1.0222,1.0251
KOAK-ENGM,1.0203,1.0335
KOAK-ESSA,1.0218,1.0347
KOAK-KABQ,1.0485,1.0154
KOAK-KAFW,1.0317,0.9767
KOAK-KATL,1.0248,1.0087
KOAK-KAUS,1.0446,1.0067
KOAK-KBFI,1.0411,1.3244
KOAK-KBLI,1.0215,1.1241
KOAK-KBNA,1.0295,0.9857
KOAK-KBOI,1.0192,1.039
KOAK-KBOS,1.0213,1.04
KOAK-KBUR,1.0758,1.1798
KOAK-KBWI,1.0254,0.994
KOAK-KCAE,1.0167,0.971
KOAK-KCEC,1.0225,1.5456
KOAK-KCMH,1.0252,0.9771
KOAK-KDAL,1.0446,1.0352
KOAK-KDEN,1.0507,1.011
KOAK-KDFW,1.0433,1.0168
KOAK-KDTW,1.0375,0.9936
KOAK-KEUG,1.0223,1.1305
KOAK-KEWR,1.0252,0.9435
KOAK-KFAT,1.1111,1.2931
KOAK-KGEG,1.0229,1.0413
KOAK-KHOU,1.0528,1.0259
KOAK-KIAH,1.0648,1.0665
KOAK-KIND,1.0185,0.9346
KOAK-KIWA,1.0973,1.1276
KOAK-KJFK,1.0349,1.0443
KOAK-KLAS,1.1389,1.1785
KOAK-KLAX,1.1116,1.2124
KOAK-KLGB,1.2318,1.2847
KOAK-KMCI,1.0285,0.9714
KOAK-KMCO,1.0312,0.9892
KOAK-KMDW,1.026,0.987
KOAK-KMEM,1.0335,0.9308
KOAK-KMHR,1.3108,1.5437
KOAK-KMRY,1.2515,1.3445
KOAK-KMSP,1.0245,0.9693
KOAK-KMSY,1.0267,1.0001
KOAK-KONT,1.1299,1.196
KOAK-KORD,1.0431,1.0107
KOAK-KPDX,1.0299,1.0648
KOAK-KPHL,1.0209,0.9357
KOAK-KPHX,1.0952,1.0635
KOAK-KRFD,1.0165,0.9601
KOAK-KRNO,1.1441,1.3636
KOAK-KSAN,1.1219,1.1474
KOAK-KSAT,1.0445,0.9879
KOAK-KSBA,1.1676,1.5815
KOAK-KSBP,1.1119,1.4174
KOAK-KSDF,1.0215,0.9398
KOAK-KSEA,1.0532,1.1199
KOAK-KSLC,1.055,1.0339
KOAK-KSMF,1.2174,1.4948
KOAK-KSNA,1.1939,1.2631
KOAK-KSTL,1.018,0.9763
KOAK-KSTS,1.0584,1.2473
KOAK-KUKI,1.0325,1.2904
KOAK-KVIS,1.0479,1.2831
KOAK-LEBL,1.0389,1.0826
KOAK-LFPG,1.033,1.0927
KOAK-LIRF,1.0323,1.0486
KOAK-MMGL,1.0398,1.1376
KOAK-MMLO,1.0294,1.1018
KOAK-MMMM,1.0296,1.117
KOAK-MMMX,1.0187,1.14
KOAK-MMPR,1.0242,1.0086
KOAK-MMSD,1.0486,1.0509
KOAK-PANC,1.016,1.0193
KOAK-PHKO,1.0157,1.1604
KOAK-PHLI,1.0118,1.1357
KOAK-PHNL,1.0138,1.1077
KOAK-PHOG,1.0157,1.1344
KOFK-KOMA,1.0582,0.8953
KOGS-KALB,1.0552,0.717
KOGS-KSFB,1.0322,1.1936
KOJA-KDFW,1.0688,1.1744
KOKC-KATL,1.0489,0.9478
KOKC-KBWI,1.0536,0.9779
KOKC-KDAL,1.212,1.306
KOKC-KDCA,1.0454,0.9785
KOKC-KDEN,1.087,1.1403
KOKC-KDFW,1.1444,1.3451
KOKC-KEWR,1.0641,1.1751
KOKC-KHOU,1.1011,1.1053
KOKC-KIAH,1.1143,1.2639
KOKC-KLAS,1.02,1.1162
KOKC-KLAX,1.014,1.2449
KOKC-KMCO,1.068,1.0765
KOKC-KMDW,1.0293,0.9542
KOKC-KMEM,1.071,1.0078
KOKC-KPHX,1.0355,1.1233
KOKC-KSEA,1.0311,1.1994
KOKC-KSFB,1.0238,1.0487
KOKC-KSTL,1.042,0.9694
KOKC-KTUL,1.1505,1.1695
KOKC-KVPS,1.04,1.033
KOLF-KBIL,1.0154,0.978
KOLS-KPHX,1.1005,1.1507
KOLV-KMQY,1.0105,1.0641
KOMA-KATL,1.0508,1.0387
KOMA-KDAL,1.0741,1.0601
KOMA-KDCA,1.0331,0.976
KOMA-KDEN,1.0702,1.1924
KOMA-KDFW,1.0894,1.2322
KOMA-KEAR,1.0131,1.2259
KOMA-KEWR,1.0329,1.1253
KOMA-KGRI,1.045,1.2141
KOMA-KHOU,1.0766,1.1127
KOMA-KIAH,1.0785,1.1877
KOMA-KLAS,1.0172,1.1508
KOMA-KLAX,1.018,1.1906
KOMA-KLBF,1.0118,1.2279
KOMA-KMCO,1.0273,1.0221
KOMA-KMDW,1.0739,1.0498
KOMA-KMEM,1.0556,1.0267
KOMA-KMSP,1.1254,1.1884
KOMA-KORD,1.1522,1.2056
KOMA-KPHX,1.0206,1.1706
KOMA-KSAN,1.0195,1.117
KOMA-KSDF,1.0618,1.0264
KOMA-KSEA,1.0305,1.2213
KOMA-KSFB,1.0344,1.0802
KOMA-KSFO,1.0232,1.168
KOMA-KSTL,1.0631,1.0594
KONP-KCVO,1.1908,1.1602
KONP-KSLE,1.1053,0.8417
KONT-KABE,1.0185,0.8788
KONT-KABQ,1.0338,1.0446
KONT-KAFW,1.0607,0.9975
KONT-KATL,1.031,1.023
KONT-KBDL,1.0283,0.9303
KONT-KBFI,1.0477,1.1133
KONT-KBFL,1.1015,1.2845
KONT-KBIL,1.0547,1.0684
KONT-KBLH,1.0678,1.1342
KONT-KCAE,1.0217,0.9474
KONT-KCLT,1.0109,0.8796
KONT-KCVG,1.0332,0.9288
KONT-KDAL,1.0524,1.0407
KONT-KDEN,1.0718,1.0536
KONT-KDFW,1.05,1.0386
KONT-KEWR,1.0498,0.9801
KONT-KIND,1.0368,0.9735
KONT-KIYK,1.2148,1.4017
KONT-KJFK,1.0744,1.0669
KONT-KLAS,1.2055,1.4037
KONT-KMCO,1.0333,1.0157
KONT-KMDW,1.0351,1.0008
KONT-KMEM,1.0307,0.9573
KONT-KMHR,1.0475,1.1142
KONT-KMSP,1.0515,0.9646
KONT-KOAK,1.0253,1.1652
KONT-KPDX,1.0396,1.1041
KONT-KPHL,1.0353,0.9351
KONT-KPHX,1.0795,1.1504
KONT-KRFD,1.0338,0.9632
KONT-KRNO,1.2115,1.4584
KONT-KSBA,1.0887,1.3326
KONT-KSBP,1.0727,1.3334
KONT-KSDF,1.0353,0.9416
KONT-KSEA,1.0599,1.1988
KONT-KSFO,1.0549,1.1761
KONT-KSJC,1.0455,1.1721
KONT-KSLC,1.0884,1.111
KONT-KSMF,1.0477,1.1324
KONT-KSMX,1.0876,1.3538
KONT-KWJF,1.4999,1.4311
KONT-MMGL,1.0309,1.1556
KONT-MMTJ,1.2567,1.3546
KONT-PANC,1.0177,1.0285
KONT-PHNL,1.034,1.0775
KONT-PHOG,1.0273,1.1537
KONT-RCTP,1.025,1.1673
KOPF-KTEB,1.0641,1.0716
KOPF-MYNN,1.0691,1.2392
KOPF-TISX,1.0091,1.1251
KORD-BIKF,1.0078,0.9587
KORD-CYQB,1.0469,1.1055
KORD-CYUL,1.0529,1.1122
KORD-CYVR,1.0332,1.215
KORD-CYWG,1.0469,1.2641
KORD-CYYC,1.043,1.2537
KORD-CYYZ,1.0659,1.0941
KORD-EBBR,1.0361,1.08
KORD-EBLG,1.0313,0.9798
KORD-EDDF,1.0319,1.0138
KORD-EDDM,1.0315,1.0637
KORD-EDFH,1.0365,0.8233
KORD-EFHK,1.0191,1.0644
KORD-EGKK,1.0388,1.0477
KORD-EGLL,1.0363,1.0072
KORD-EGPH,1.0246,0.9445
KORD-EHAM,1.0327,1.0118
KORD-EIDW,1.0333,1.0232
KORD-EKCH,1.0222,1.0258
KORD-ELLX,1.0324,0.9381
KORD-EPKK,1.0219,1.0504
KORD-EPWA,1.0206,1.0608
KORD-ESSA,1.0194,1.0613
KORD-HAAB,1.0213,1.018
KORD-KABE,1.0232,1.0256
KORD-KABQ,1.0324,1.2192
KORD-KAFW,1.0291,1.2258
KORD-KALB,1.0295,0.9896
KORD-KALO,1.0312,1.3095
KORD-KATL,1.0806,1.1066
KORD-KATW,1.0503,1.2079
KORD-KAUS,1.0336,1.1828
KORD-KAVP,1.0245,1.0315
KORD-KAZO,1.075,1.2161
KORD-KBDL,1.0332,0.9808
KORD-KBHM,1.0292,1.147
KORD-KBIS,1.048,1.2888
KORD-KBMI,1.0652,1.2042
KORD-KBNA,1.0485,1.1288
KORD-KBOS,1.0404,1.0217
KORD-KBTV,1.0421,1.0234
KORD-KBUF,1.0524,1.0484
KORD-KBWI,1.0668,1.0401
KORD-KBZN,1.0328,1.2438
KORD-KCAK,1.1024,1.1761
KORD-KCHA,1.0297,1.1054
KORD-KCHS,1.0434,1.0549
KORD-KCID,1.0411,1.2891
